judul,dosen
ANALISIS PENGGUNAAN BUKU AJAR DURUSU AL-LUGHAH PADA MATA PELAJARAN BAHASA ARAB DI PESANTREN MODERN NURUL HAKIM,"Dr.Rizka Harfiani,M.Psi"
Strategi Guru Dalam Peningkatan Motivasi Menghafal Al-Qur’an Dengan Menggunakan Metode Tabarak Pada Santri Di Rumah Tahfizh Daarul Yunus Binjai,"Mavianti,M.A"
STRATEGI PEMBELAJARAN PENDIDIKAN AGAMA ISLAM UNTUK MENINGKATKAN LITERASI AGAMA PADA SISWA MULTIKULTURAL DI SMK SINGOSARI DELITUA,"Dr.Robie Fanreza,M.Pd.I"
Strategi Evaluasi Pembelajaran Pai Yang Menyeluruh Dan Berkelanjutan Untuk Meningkatkan Kualitas Pembelajaran Di Sekolah Swasta Smp Muhammadiyah 56 Binjai,"Nurul ZahrianiJf,M.Pd"
ANALISIS KOMPETENSI GURU PENDIDIKAN AGAMA ISLAM DI MTS YASPI LABUHAN DELI,"Dr.Ellisa Fitri Tanjung,M.A"
PENGARUH METODE PEMBELAJARAN INTERAKTIF TERHADAP PRESTASI BELAJAR PENDIDIKAN AGAMA ISLAM SISWA SMP MUHAMMADIYAH 57 MEDAN,"Dr.Hasrian Rudi,M.Pd.I"
MANAJEMEN PROGRAM BIMBINGAN BACA TULIS AL QUR'AN DI SMP PAB 2 HELVETIA,"Dr.Hasrian Rudi,M.Pd.I"
OPTIMALISASI PROGRAM MUHADHOROH DALAM PENINGKATAN KETERAMPILAN LITERASI DAN ORASI SANTRI DI PONDOK PESANTREN MODERN AL-KAUTSAR SIMALUNGUN,"Dr.Selamat Pohan,MA"
PERAN GURU PENDIDIKAN AGAMA ISLAM DALAM MENANAMKAN NILAI-NILAI KARAKTER PESERTA DIDIK DI SMP SWASTA SALSA CINTA RAKYAT,"Nurul ZahrianiJf,M.Pd"
PENGARUH PENGGUNAAN METODE AL-HIRA’ TERHADAP KUALITAS BACAAN AL-QUR’AN SISWA DI SMP NURUL HASANAH,"Dr.Hasrian Rudi,M.Pd.I"
OPTIMALISASI MANAJEMEN SARANA DAN PRASARANA PENDIDIKAN AGAMA ISLAM DALAM MENINGKATKAN MINAT BELAJAR SISWA DI SMP SWASTA MUHAMMADIYAH 56 BINJAI,"Nurul ZahrianiJf,M.Pd"
STRATEGI PEMANFAATAN MASJID SEBAGAI SARANA PEMBELAJARAN AGAMA ISLAM DI MADRASAH ALIYAH NURUL FADHILAH,"Dr.Muhammad Ruslan,M.Pd"
STRATEGI GURU PENDIDIKAN AGAMA ISLAM DALAM MENINGKATKAN KESADARAN LINGKUNGAN HIDUP DI SMP SWASTA MUHAMMADIYAH 1 MEDAN,"Dr.Ellisa Fitri Tanjung,M.A"
PERAN GURU PENDIDIKAM AGAMA ISLAM (PAI) DALAM PENCEGAHAN SEKSISME DI SMP MUHAMMADIYAH 57 MEDAN,"Dr.Hasrian Rudi,M.Pd.I"
IMPLEMENTASI STRATEGI PEMBELAJARAN BAHASA ARAB BERBASIS PROYEK UNTUK MENINGKATKAN MAHARAH AL-KALAM SISWA MTS ALWASHLIYAH 16 PERBAUNGAN,"Dr.Arwin Juli Rakhmadi,MA"
Optimalisasi Penggunaan Media Pembelajaran Audiovisual dalam Meningkatkan Antusiasme Siswa dalam Pembelajaran Sejarah Kebudayaan Islam di MTs Mulia Sei Balai.,"Zuliana,M.Pd"
Optimalisasi Hafalan Al-Qur’an Santri melalui Program Metode Tawazun di Ma’had Tahfizhul Qur’an Miftahul Jannah Medan.,"Dr.Zailani,M.A"
PENGELOLAAN PROGRAM PEMBELAJARAN TAHSIN QUR’AN DI SMP MUHAMMADIYAH 58 SUKARAMAI MEDAN,"Nurul ZahrianiJf,M.Pd"
PEMANFAATAN SUMBER BELAJAR BERBASIS MULTIMEDIA PADA MATA PELAJARAN AL-QURAN DI SMP MUHAMMADIYAH SUKARAMAI 58,"Dr.Abd. Rahman,M.Pd"
Analisis Persepsi Siswa Terhadap Integrasi Hafalan Al-Qur’an dan Pembelajaran Bahasa Arab Di MTS Tahfidz Terpadu Anbata,"Dr.Ellisa Fitri Tanjung,M.A"
mplementasi Media Interaktif Berbasis Digital dalam Pembelajaran Pendidikan Agama Islam di SMP Swasta Muhammadiyah 3 Medan,"Mavianti,M.A"
PENGARUHMETODEPRAKTEKTERBIMBINGTERHADAP MATERIPERAWATANJENAZAHDALAMPEMBELAJARANPAIDI SMAMUHAMMADIYAH01MEDAN,"Dr.Widya Masitah,S.Psi.,M.Psi"
EKSPOLARASI STRATEGI GURU DALAM MENGEMBANGKAN PEMBELAJARAN FIQIH BERBASIS METODE INQUIRY DI MTS MUALLIMIN UNIVA MEDAN,"Nurman Ginting,M.Pd"
PERAN OBSERVATORIUM ILMU FALAK UMSU DALAM MENGINTEGRASI PENDIDIKAN AGAMA ISLAM DAN SAINS DI KOTA MEDAN,"Dr.Arwin Juli Rakhmadi,MA"
Faktor-Faktor yang Memepengaruhi Keberhasilan Hafalan Mahasantri di Rumah Tahfiz Cahaya Qur’an Medan Polonia,"Nadlrah Naimi,MA"
EFEKTIVITAS PENERAPAN KONSEP TA’DIB PERSPEKTIF KITAB SYED NAQUIB AL ATTAS DI PESANTREN MAWARIDUSSALAM,"Mavianti,M.A"
STRATEGI PENGEMBANGAN PROGRAM ISMUBAQUR DALAM PEMBENTUKAN KARAKTER ISLAMI SISWA SMP MUHAMMADIYAH 3 MEDAN,"Dr.Oktrigana Wirian,M.Pd"
PERAN GURU PENDIDIKAN AGAMA ISLAM DALAM PEMBENTUKAN MENTAL SPIRITUAL SISWA DI SMP MUHAMMADIYAH 50 MEDAN,"Dr.Munawar Pasaribu,MA"
PEMIKIRAN IBNU JAMA‟AH TENTANG ETIKA GURU TERHADAP MURID,"Dr.Abd. Rahman,M.Pd"
PENGARUH PENGGUNAAN METODE PEMBELAJARAN INDEX CARD MATCH TERHADAP HASIL BELAJAR PESERTA DIDIK PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM KELAS VII SMP MUHAMMADIYAH 50 MEDAN,"Dr.Hasrian Rudi,M.Pd.I"
STRATEGI PENINGKATAN PELAKSANAAN IBADAH PRAKTIS DI SMP IT AL-MAHRI TANJUNG MORAWA,"Dr.Nurzannah,M.Ag"
PENDEKATAN GURU DALAM PEMBELAJARAN KEMUHAMMADIYAHAN DI MTS ‘AISYIYAH SUMATERA UTARA,"Zuliana,M.Pd"
Strategi Pembelajaran Inovatif Untuk Meningkatkan Partisipasi Keaktifan Siswa Dalam Pelajaran Pendidikan Agama Islam Di Yayasan SMP Dharma Utama,"Nadlrah Naimi,MA"
PENERAPAN METODE PEMBELAJARAN BERVARIASI DALAM MENGHAFAL AL-QURAN KELAS VII DI SMP ISLAM ALFADHLI,"Dr.Nurzannah,M.Ag"
STRATEGI PENERAPAN PENDIDIKAN AKHLAK DALAM PENGUATAN KEPRIBADIAN ISLAMI PESERTA DIDIK DI SMP MUHAMMADIYAH 57,"Dr.Zailani,M.A"
STRATEGI IMPLEMENTASI PROGRAM SHOLAT DHUHA BERJAMAAH DALAM MENINGKATKAN KEDISIPLINAN DAN KEPEDULIAN SOSIAL SISWA SMP MUHAMMADIYAH 57 MEDAN,"Mavianti,M.A"
PENGARUH MOTIVASI BELAJAR TERHADAP HASIL BELAJAR MATA PELAJARAN BAHASA ARAB SISWA KELAS 7 MTS DI PESANTREN MADANI IKHWANUL HASANAH,"Dr.Widya Masitah,S.Psi.,M.Psi"
PENGARUH MEDIA WORDWALL TERHADAP MINAT BELAJAR SISWA PADA MATA PELAJARAN AL-QUR’AN HADIS DI SMP MUHAMMADIYAH 4 MEDAN,"Dr.Robie Fanreza,M.Pd.I"
PENGARUH METODE GAME BASED LEARNING TERHADAP MINAT BELAJAR SISWA PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMP MUHAMMADIYAH 4 MEDAN,"Dr.Widya Masitah,S.Psi.,M.Psi"
STRATEGI PENINGKATAN HAFALAN AL-QUR’AN DI LINGKUNGAN RUMAH TAHFIZH AL-QUR’AN AMALIYAH,"Dr.Hasrian Rudi,M.Pd.I"
Penggunaan Media Audio dalam Pembelajaran Tahfidz Al-Qur’an di Rumah Tahfidz Halimah Hanum Medan Johor,"Dr.Rizka Harfiani,M.Psi"
Analisis Kendala Dan Solusi Dalam Pembelajaran Tahfidz Al-Quran Di SMP Negeri 3 Tanjung Beringin,"Nadlrah Naimi,MA"
Pengaruh Penggunaan Model Pembelajaran Tebak Kata Terhadap Penguasaan Mufrodat Bahasa Arab Siswa Kelas Kibar Di Rumah Tahfidz Al-Qur’an Bukhori Muslim Stabat,"Dr.Widya Masitah,S.Psi.,M.Psi"
IMPLEMENTASI DIRECT METHOD DALAM PEMBELAJARAN BAHASA ARAB DI SMP MUHAMMADIYAH 57 MEDAN,"Dr.Muhammad Ruslan,M.Pd"
Pengaruh Strategi Guru Pendidikan Agama Islam terhadap Pembentukan Attitude Siswa SMP Muhammadiyah 47 Medan Krio,"Dr.Selamat Pohan,MA"
PENGARUH PENGGUNAAN MODEL PEMBELAJARAN PROJECT BASED LEARNING TERHADAP HASIL BELAJAR SISWA PADA MATA PELAJARAN FIQIH DI SMP ISLAM AL-FADHLI MEDAN,"Nurman Ginting,M.Pd"
PERAN GURU PENDIDIKAN AGAMA ISLAM DALAM MEMBENTUK KECERDASAN EMOSIONAL SISWA DI SMP AL-WASHLIYAH 31 MEDAN,"Dr.Widya Masitah,S.Psi.,M.Psi"
PENGARUH KUALITAS LINGKUNGAN BELAJAR TERHADAP PERFORMA AKADEMIK SISWA PADA MATA PELAJARAN PAI KELAS VII SMP SWASTA MUHAMMADIYAH 17 DESA PON,"Nurman Ginting,M.Pd"
PENGARUH INTERAKSI DAN KOMUNIKASI GURU TERHADAP MOTIVASI BELAJAR SISWA PADA MATA PELAJARAN AGAMA ISLAM DI SMP NEGERI 2 BANDAR,"Dr.Juli Maini Sitepu,S.Psi.,MA"
STRATEGI GURU PENDIDIKAN AGAMA ISLAM DALAM MENGINTEGRASIKAN NILAI-NILAI KEISLAMAN PADA KURIKULUM MERDEKA DI SMP NEGERI 3 TANJUNG BERINGIN,"Nurman Ginting,M.Pd"
ANALISIS PERAN GURU AGAMA DALAM MENGEMBANGKAN NILAI-NILAI KEISLAMAN DI SMP MUHAMMADIYAH 57 MEDAN,"Dr.Robie Fanreza,M.Pd.I"
Pendekatan Pembelajaran Akidah Akhlak Berbasis Kearifan Lokal Di MA Darul Hikmah Sirandorung,"Dr.Zailani,M.A"
KSPLORASI PEMBIASAAN SEDEKAH DAN DAMPAKNYA TERHADAP KARAKTER SOSIAL SISWA DI SMP MUHAMMADIYAH 57 MEDAN,"Mavianti,M.A"
PENGGUNAAN MEDIA PEMBELAJARAN INTERAKTIF DALAM MENINGKATKAN KEMAMPUAN SISWA PADA MATA PELAJARAN PAI DI SMP AL-WASHLIYAH 31 MEDAN,"Dr.Muhammad Ruslan,M.Pd"
Analisis Konsep Pendidikan Islam Perspektif Syeikh Taqiyuddin An Nabhani Dlam Kitab Nidzamul Islam,"Mavianti,M.A"
IMPLEMENTASI EKSTRAKURIKULER DALAM PEMBENTUKAN KARAKTER ISLAM DI SMA UTAMA MEDAN,"Dr.Rizka Harfiani,M.Psi"
PENTAS SENI SEBAGAI SARAN PEMBENTUKAN KARAKTER AKHLAKUL KARIMAH SISWA SMA SWASTA UTAMA MEDAN,"Nurul ZahrianiJf,M.Pd"
PENERAPANMODEL PEMBELAJARAN PROBLEM BASEDLEARNING DALAM MENGEMBANGKAN KEMAMPUAN BERPIKIR KRITIS PADA MATA PELAJARAN PAI (STUDI KASUS SISWA KELAS VIII SMP AL-WASHLIYAH 31 MEDAN),"Dr.Hasrian Rudi,M.Pd.I"
PENGARUH BIMBINGAN BELAJAR BACA TULIS AL-QURAN TERHADAP PENINGKATAN KUALITAS BACA PADA AL-QURAN DI MTSN 1 PADANG LAWAS UTARA,"Nurul ZahrianiJf,M.Pd"
IMPLEMENTASI PENDIDIKAN AGAMA ISLAM MELALUI PENGUATAN BUDAYA SEKOLAH SMP PANCA BUDI MEDAN,"Rahimah,S.Pd.i.,M.Pd"
ANALISIS RENCANA PELAKSANAAN PEMBELAJARAN (RPP) BERBASIS KURIKULUM MERDEKA PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMA NEGERI 2 TEBING TINGGI,"Dr.Syaukani Hasby,M.Ed"
PENDIDIKAN ISLAM DALAM PERSPEKTIF PEMIKIRAN TAN MALAKA,"Dr.Widya Masitah,S.Psi.,M.Psi"
MPLEMENTASI PROGRAM MAGRIB MENGAJI SEBAGAI UPAYA REVITALISASI ISLAM DI MAJID TAQWA MUHAMMADIYAH MAHKAMAH,"Dr.Zailani,M.A"
MODEL KOMUNIKASI INTERAKTIF GURU PADA PEMBELAJARAN MATERI PENCIPTAAN MANUSIA PADA SISWA MTs FAJRUL IMAN PATUMBAK,"Mavianti,M.A"
ANALISIS STRATEGI PRAK TICE REHEARSAL PAIRS PADA MATERI HAJI DAN UMROH DI MTS AL-MUHAJIRIN SUNGGAL,"Nurul ZahrianiJf,M.Pd"
PEMBELAJARAN AL-QUR`AN HADITS BERBASIS KONTEKSTUAL DI MTs MATAHARI BATANG KUIS,"Dr.Rizka Harfiani,M.Psi"
ANALISIS PEMBENTUKAN KARAKTER MELALUI PROGRAM SHOLAT DHUHA DI MTSS AISYIYAH SUMATERA UTARA,"Mavianti,M.A"
STRATEGI GURU PENDIDIKAN AGAMA ISLAM DALAM MENGATASI PERILAKU BULLYING VERBAL DI SMP MUHAMMADIYAH 4 MEDAN,"Dr.Hasrian Rudi,M.Pd.I"
IMPLEMENTASI PROGRAM BINA PRIBADI ISLAM DALAM PENINGKATAN KUALITAS PENGETAHUAN AGAMA SISWA DI SMP IT AD DURRAH,"Mavianti,M.A"
IMPLEMENTASI KURIKULUM MERDEKA MELALUI PEMBELAJARAN BINA PRIBADI ISLAMI (BPI) DALAM MEMBENTUK KARAKTER SISWA DI SMPSIT AL-MUNADI MARELAN,"Zuliana,M.Pd"
IMPLEMENTASI METODE PEER TEACHING PADA MATA PELAJARAN AL-QUR’AN HADITS DI MTS MATAHARI BATANG KUIS,"Dr.Ellisa Fitri Tanjung,M.A"
IMPLEMENTASI PENGGUNAAN METODE MODELING THE WAY PADA MATA PELAJARAN FIQIH DI MTS PAB 1 HELVETIA,"Nurul ZahrianiJf,M.Pd"
IMPLEMENTASI METODE ASY-SYAFI’I DALAM PENINGKATAN KUALITAS BACAAN AL-QUR’AN DI YAYASAN GRIYA FADHILAH AL-QUR’AN MEDAN,"Dr.Hasrian Rudi,M.Pd.I"
PENGARUH INTEGRASI GAME BASED LEARNING DALAM PROSES PEMBELAJARAN PENDIDIKAN AGAMA ISLAM TERHADAP HASIL BELAJAR SISWA DI YAYASAN PENDIDIKAN SMP NURUL HASANAH,"Dr.Widya Masitah,S.Psi.,M.Psi"
Analisis Pengelolaan Kegiatan Keislaman Dalam Peningkatan Akhlakul Karimah Di SMA Swasta Harapan Mekar,"Mahmud Yunus Daulay,MA "
MANAJEMEN PROGRAM JILSAH PEKANANDALAM PENGUATAN PENDIDIKAN KARAKTER RELIGIUS DI PESANTREN NURUL AZMI,"Dr.Hasrian Rudi,M.Pd.I"
STRATEGI PENGAJARAN BERBASIS PROBLEMATIKA KEHIDUPAN PADA MATERI SHALAT JENAZAH DI SMP NURUL HASANAH MEDAN TEMBUNG,"Zuliana,M.Pd"
IMPLEMENTASI METODE PRESENTASI MANUSCRIPS DALAM UPAYA MENINGKATAN KREATIVITAS SISWA PADA MATA PELAJARAN FIQIH DI MTS DARUL ULUM BUDI AGUNG MEDAN,"Zuliana,M.Pd"
Strategi Pengawasan Program Tahfidz Qur’an Dalam Peningkatan Kualitas Pembelajaran Di Rumah Tahfidz Miftahul Jannah Medan.,"Dr.Hasrian Rudi,M.Pd.I"
Implementasi Program BAM (Baitul Arqam Mahasiswa) Dalam Menginternalisasikan Nilai-Nilai Kemuhammadiyahan Pada Mahasiswa Universitas Muhammadiyah Sumatera Utara.,"Nadlrah Naimi,MA"
Pengaruh Penggunaan Metode Tikrar Terhadap Kualitas Hafalan Quran Siswa SMP Muhammadiyah 4 Medan,"Dr.Hasrian Rudi,M.Pd.I"
Implementasi Penggunaan Media Interaktif dalam Peningkatan Kualitas Kegiatan Pembelajaran Pendidikan Agama Islam di SMP Swasta Hang Tuah 2 Medan,"Dr.Rizka Harfiani,M.Psi"
Pemanfaatan metode Wahdah dalam peningkatan kuaitas program tahfidz di SMP Muhammadiyah 7 Medan,"Dr.Robie Fanreza,M.Pd.I"
PENGARUH STRATEGI PEMBELAJARAN BERDIFERENSIASI TERHADAP HASIL BELAJAR SISWA KELAS VIII PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMP IT PERMATA HATI BANGSA TEBING TINGGI,"Dr.Hasrian Rudi,M.Pd.I"
IMPLEMENTASI METODE GAMIFIKASI PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMP MUHAMMADIYAH 7 MEDAN,"Dr.Hasrian Rudi,M.Pd.I"
Korelasi Antara Kecerdasan Linguistik Dengan Prestasi Belajar Bahasa Arab Siswa Di MA Darul Hikmah Sirandorung,"Dr.Hasrian Rudi,M.Pd.I"
Pengaruh Penggunaan Media Digital Terhadap Hasil Belajar Siswa Pada Mata Pelajaran Kemuhammadiyahan Di MTsS ‘Aisyiyah Sumatera Utara,"Nurman Ginting,M.Pd"
Peran Guru Bahasa Arab Dalam Mengembangkan Kemampuan Membaca Teks Bahasa Arab Peserta Didik di SMP Muhammadiyah 62 Tanjung Gusta,"Dr.Zailani,M.A"
Kontribusi Program Sholat Dhuha Dalam Membangun Karakter Berakhlak Mulia Di Smp Muhammadiyah 7 Medan,"Dr.Abd. Rahman,M.Pd"
PENGARUH LITERASI KEUANGAN SYARIAH DAN KARAKTERISTIK PERBANKAN SYARIAH TERHADAP MINAT MASYARAKAT MENGGUNAKAN PRODUK BANK SYARIAH ( STUDI KASUS MASYARAKAT JL. MANGAAN VIII MABAR PASAR III LINGKUNGAN XII KELURAHAN MABAR HILIR ),"Dr.Riyan Pradesyah,M.E.I"
PENGARUH METODE TAKRIR TERHADAP PENINGKATAN HAFALAN SISWA PADA MATA PELAJARAN AL-QUR’AN HADITS DI MAS PAB 1 SAMPAL,"Nadlrah Naimi,MA"
Pengaruh Metode Role Playing Terhadap Keterampilan Berbicara Siswa Pada Mata Pelajaran Bahasa Arab Di MAS PAB 1 Sampali.,"Dr.Juli Maini Sitepu,S.Psi.,MA"
EVALUASI PROGRAM PEMBELAJARAN TAHFIDZ AL-QUR’AN MENGGUNAKAN MODEL CIPP DI YAYASAN TAHFIDZUL QUR’AN AL-FAWWAZ,"Dr.Nurzannah,M.Ag"
PERBANDINGAN METODE PEMBELAJARAN PAI DI SMP AL-WASHLIYAH 30 MEDAN LABUHAN DAN SMP MUHAMMADIYAH 57 MEDAN TIMUR,"Nurman Ginting,M.Pd"
Analisis Penggunaan Metode Muroja’ah Berbantu Media Audio Dalam Peningkatan Kualitas Menghafal Alquran Di Madrasah Al-Washliyah Kedaisianam,"Dr.Hasrian Rudi,M.Pd.I"
MPLEMENTASI METODE PRESENTASI EKSTEMPORE UNTUK MENINGKATKAN KREATIVITAS SISWA PADA MATA PELAJARAN FIQIH DI SMP IT LUQMANUL HAKIM,"Zuliana,M.Pd"
Pengelolaan Gerakan Magrib Mengaji di Kota Medan,"Dr.Nurzannah,M.Ag"
Perbandingan Hasil Belajar Siswa Menggunakan Model Pembelajaran The Power Of Two Dengan Model Pembelajaran Konvensional Pada Materi Pendidikan Agama Islam di SMP IT Iqra,"Nadlrah Naimi,MA"
Analisis Pelaksanaan Pembelajaran Pendidikan Agama Islam dengan Metode Muhadharah di SMP Islam Terpadu Ibnu Halim,"Mavianti,M.A"
Pembentukan Karakter Religius Melalui Ekstrakulikuler Rohani Islam (ROHIS) Di SMP PAB 5 Patumbak,"Dr.Hasrian Rudi,M.Pd.I"
Strategi Kepempinian Mudir Ma’had Abu Ubaidah bin Al-Jarrah Dalam Mempertahankan Kompetensi Pengajar Bahasa Arab,"Drs.Mario Kasduri,MA"
Penerapan Metode Musyafahah Dalam Meningkatkan Kefasihan Membaca Al-Qur’an Di Rusunawa UMSU,"Nadlrah Naimi,MA"
Implementasi Kegiatan Kajian Ibadah Dalam Peningkatan Pengetahuan Fiqih Pada Mahasiswi Di Rusunawa Universitas Muhammadiyah Sumatera Utara,"Nadlrah Naimi,MA"
Efektifitas Penggunaan Model Pembelajaran Kooperatif Tipe Think Pair Share ( TPS ) Terhadap Hasil Belajar Pendidikan Agama Islam Pada Siswa/I SMPIT Darul Fikri Tanjungbalai,"Dr.Hasanuddin,MA"
Implementasi Metode Bil Qolam Dalam Aktivitas Membaca Al-Qur’an Siswa SMP YPMA Medan,"Dr.Nurzannah,M.Ag"
Konsep Ikhlas Dalam Menuntut Ilmu Menurut Imam Asy-Syaukani Dalam Kitab Adabut Thalab Wa Muntaha Al-Arab,"Dr.Zailani,M.A"
PEMANFAATAN APLIKASI CLASSDOJO PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM di MTs NURUL AFIFAH ACEH TENGGARA,"Dr.Syaukani Hasbi,M.Ed.,A.dm"
Implementasi Pendidikan Karakter Pada Mata Pelajaran Aqidah Akhlak Di SMP IT Swasta Ashabul Yamin Aceh Tenggara,"Mawaddah Nasution,M.Psi"
Analisis Keterampilan Guru Dengan Melakukan Variasi Pada Pembelajaran Pendidikan Agama Islam Di SMP Penguruan Islam Amalia,"Nadlrah Naimi,MA"
IMPLEMENTASI PROGRAM TUNTAS IQRO’ PADA MATA PELAJARAN AL-QUR’AN HADITS DI MTs MUHAMMADIYAH 15 MEDAN,"Dr.Robie Fanreza,M.Pd.I"
MANAJEMEN KURIKULUM PENDIDIKAN ISLAM DI PONDOK PESANTREN AL-HUSNA RIAU,"Dr.Ellisa Fitri Tanjung,M.A"
PENGARUH PENGGUNAAN MODEL PEMBELAJARAN KOOPERATIF TIPE TIME TOKEN TERHADAP HASIL BELAJAR AL-QURAN DAN HADIS KELAS VIII DI SMP MUHAMMADIYAH61 TJ. SELAMAT MEDAN,"Dr.Widya Masitah,S.Psi.,M.Psi"
PENGGUNAAN MODEL TEAM TEACHING BERBASIS MEDIA GAMBAR DALAM MENINGKATKAN AKTIFITAS BELAJAR SISWA PADA MATA PELAJARAN SKI DI MTs PN 4 MEDAN,"Nadlrah Naimi,MA"
IMPLEMENTASI PROGRAM RELIGIOUS HABITUATION DI SMP SWASTA NUR HASANAH,"Dr.Rizka Harfiani,M.Psi"
PEMBINAAN KARAKTER MELALUI PROGRAM SHOLAT BERJAMAAH DI SMP NEGERI 1 PANOMBEIAN PANEI,"Dr.Robie Fanreza,M.Pd.I"
VARIASI MENGAJAR GURU DALAM MENGATASI KEJENUHAN SISWA PADA MATA PELAJARAN BAHASA ARAB DI MTS AL WASHLIYAH TANJUNG BERINGIN,"Dr.Ellisa Fitri Tanjung,M.A"
Konsep Pendidikan Akhlak Dalam Prespektif Syaikh Abi Zakariya An-Nawawi Asy-Syafi’i Dalam Kitab At-Tibyan Fii Adabi Hamalati Al Qur’an,"Dr.Zailani,M.A"
Implementasi Pembelajaran Tahfidz Dengan Menggunakan Metode Al-Masniari Di Madrasah Aliyah Yayasan Islamic Centre Sumatera Utara,"Dr.Abd. Rahman,M.Pd"
PENGARUH PENGGUNAAN STRATEGI BELAJAR DISCOVERY LEARNING TERHADAP MOTIVASI BELAJAR SEJARAH KEBUDAYAAN ISLAM DI MTSN PEMATANG SIANTAR,"Dr.Ibrahim Hasan,M.Pd"
PENGARUH PElAKSANAAN KURIKULUM 2013 PADA MATA PELAJARAN AQIDAH AKHLAK TERHADAP KARAKTER DISIPLIN PESERTA DIDIK DI MTSN PEMATANG SIANTAR,"Dr.Ibrahim Hasan,M.Pd"
IMPLEMENTASI METODE ILMAN WARUHAN PADA MATA PELAJARAN TAHFIZ AL-QUR’AN DI SMP IT AL-HIJRAH,"Dr.junaidi,M.Si"
Pelaksanaan Pemberantasan Buta Huruf Al-Quraan Di Rumah Quraan Cahaya Hidayah 3,"Dr.Nurzannah,M.Ag"
IMPLEMENTASI PROGRAM MEMBACA AL-QURAN SEBELUM MEMULAI MATA PELAJARAN DI MTS PERSIAPAN NEGERI 4 MEDAN,"Dr.Robie Fanreza,M.Pd.I"
PENGARUH PENGGUNAAN MEDIA BERGAMBAR TERHADAP MINAT BELAJAR SISWA PADA MATA PELAJARAN FIQIH DI MAS AL- WASLIYAH 22 TEMBUNG,"Dr.Widya Masitah,S.Psi.,M.Psi"
PENGELOLAAN PROGRAM TAHFIDZ QUR'AN PADA ANAK YATIM DI RUMAH TAHFIDZ AL-FATIH TANJUNG SELAMAT,"Dr.Hasrian Rudi,M.Pd.I"
IMPLEMENTASI PROGRAM TAHFIDZUL QUR’AN DENGAN STRATEGI TAKRIR DALAM PENINGKATAN KUALITAS BACAAN AL- QUR’AN SISWA DI MTS MUHAMMADIYAH 15 MEDAN,"Dr.junaidi,M.Si"
MANAJEMEN PROGRAM TAHSIN QUR’AN DI SMP MUHAMMADIYAH 47 SUNGGAL,"Dr.Hasrian Rudi,M.Pd.I"
STRATEGI GURU PADA MATA PELAJARAN BAHASA ARAB DALAM MEMBANGKITKAN MINAT BELAJAR SISWA DI MTS NURUL AFIFAH ACEH TENGGARA,"Dr.Ibrahim Hasan,M.Pd"
PENINGKATAN HASIL BELAJAR SISWA DENGAN MENGGUNAKAN MODEL PEMBELAJARAN PROBLEM BASED LEARNING PADA MATA PELAJARAN SEJARAH KEBUDAYAAN ISLAM DIMTS YPI AL-HIDAYAH LUBUK PAKAM,"Nadlrah Naimi,MA"
PENGELOLAAN PEMBELAJARAN KONTEKSTUAL PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMP NEGERI 24 MEDAN,"Mavianti,M.A"
IMPLEMENTASI PROGRAM TAHSIN TILAWAH AL QURAN DENGAN MENGGUNAKAN METODE FUN TAHSIN DI MASJID TAQWA MUHAMMADIYAH MEDAN,"Dr.junaidi,M.Si"
IMPLEMENTASI METODE PAKISTANI ADA PELAJARAN TAHFIDZ QUR'AN DI SMP IT LUQMANUL HAKIM,"Dr.Zailani,M.A"
IMPLEMENTASI METODE ZIYADAH DALAM PENINGKATAN HAFALAN AL-QUR’AN DI MTsPN 4 MEDAN,"Dr.Hasrian Rudi,M.Pd.I"
STRATEGI GURU DALAM MENGAJARKAN PERILAKU HIDUP BERSIH DAN SEHAT PADA ANAK DI TK AISYIYAH BUSTANUL ATHFAL NANGKA BINJAI,"Dr.Widya Masitah,S.Psi.,M.Psi"
IMPLEMENTASI PROGRAM PARENTING DI SMP DARUSSALAM MEDAN,"Dr.Rizka Harfiani,M.Psi"
PENGARUH PENGGUNAAN MODEL PEMBELAJARAN PRODUCTION BASED TRAINING (PBT) TERHADAP HASIL BELJAR SISWA PADA MATA PELAJARAN FIQIH DI MTs CENDEKIA,"Dr.Hasrian Rudi,M.Pd.I"
PENERAPAN METODE CERAMAH PLUS PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMP TUNAS MANDIRI KABUPATEN LANGKAT,"Zuliana,M.Pd"
ANALISIS METODE PEMBELAJARAN BAHASA ARAB DI PONDOK PESANTREN MODERN DARUL HIKMAH MEDAN,"Dr.Arwin Juli Rakhmadi,MA"
PENGARUH PENGGUNAAN MEDIA PUZZLE TERHADAP KUALITAS HAFALAN AL QUR’AN SISWA DI MTs NURUL HUSNA MARJANJI ACEH,"Dr.Hasrian Rudi,M.Pd.I"
